tid,src,dst,amt,time,day_of_week,is_fraud
13834,p2573,p729,322.97,12,5,False
13835,p4200,p167,139.11,23,1,False
13836,p1038,p686,974.21,2,7,False
13837,p107,p1897,526.17,21,2,False
13838,p478,p4775,338.0,13,4,False
13839,p2439,p3861,766.7,4,7,False
13840,p3186,p3942,384.22,11,3,False
13841,p4240,p653,488.68,23,7,False
13842,p3126,p3794,602.08,18,2,False
13843,p2110,p3395,487.31,19,7,False
13844,p1344,p2777,361.9,3,5,False
13845,p4018,p2098,817.21,17,7,False
13846,p3932,p423,241.34,7,6,False
13847,p1235,p2158,330.07,6,7,False
13848,p1120,p1937,625.24,10,5,False
13849,p99,p120,678.18,10,3,False
13850,p4787,p168,969.58,4,1,False
13851,p383,p800,287.93,4,6,False
13852,p1834,p4913,665.7,19,5,False
13853,p4123,p3971,853.62,5,1,False
13854,p248,p535,401.34,5,6,False
13855,p3411,p3303,517.55,3,4,False
13856,p2364,p3092,717.48,21,2,False
13857,p4916,p4657,269.64,11,1,False
13858,p3063,p2888,600.69,5,4,False
13859,p2220,p3931,721.61,11,5,False
13860,p3168,p454,267.27,7,1,False
13861,p3762,p2199,944.21,23,1,False
13862,p1692,p2444,882.88,24,6,False
13863,p4790,p147,401.57,8,3,False
13864,p4411,p4077,326.16,16,2,False
13865,p380,p4294,470.68,23,2,False
13866,p4209,p2215,202.94,10,2,False
13867,p615,p668,854.46,18,2,False
13868,p4719,p2229,456.91,11,4,False
13869,p407,p4237,576.38,9,1,False
13870,p1137,p2927,622.08,2,2,False
13871,p1543,p3766,798.8,24,5,False
13872,p1796,p2253,173.68,21,2,False
13873,p136,p843,121.21,1,3,False
13874,p2702,p2875,136.95,20,3,False
13875,p1036,p1148,323.45,18,2,False
13876,p3324,p3134,225.12,24,2,False
13877,p4294,p2451,493.9,4,7,False
13878,p1561,p4167,570.65,6,2,False
13879,p4126,p2548,399.55,7,7,False
13880,p3409,p4644,674.17,20,3,False
13881,p1954,p1327,433.1,15,2,False
13882,p2400,p4435,700.84,19,2,False
13883,p4571,p4431,597.72,3,5,False
13884,p513,p1596,864.39,7,5,False
13885,p3532,p3079,282.11,18,7,False
13886,p4804,p3703,493.08,11,3,False
13887,p1664,p3891,762.9,24,5,False
13888,p3564,p3383,667.47,6,1,False
13889,p925,p4888,275.2,20,7,False
13890,p227,p435,683.6,11,1,False
13891,p81,p4837,388.24,2,1,False
13892,p4566,p2822,260.77,16,1,False
13893,p269,p132,325.48,23,4,False
13894,p2054,p3112,595.22,9,3,False
13895,p372,p3723,887.29,10,4,False
13896,p1696,p4052,282.32,21,5,False
13897,p4198,p2921,471.16,1,4,False
13898,p4196,p95,686.5,17,2,False
13899,p268,p2500,380.9,6,5,False
13900,p1003,p4111,244.57,15,4,False
13901,p2277,p233,634.45,5,2,False
13902,p3829,p363,791.52,16,2,False
13903,p3918,p2640,150.07,16,6,False
13904,p756,p3015,628.08,3,2,False
13905,p974,p4595,477.52,10,1,False
13906,p4054,p3051,729.85,14,4,False
13907,p2613,p3238,213.53,7,6,False
13908,p4992,p133,585.02,1,4,False
13909,p3629,p2720,910.64,18,6,False
13910,p4186,p4384,354.57,13,2,False
13911,p1839,p4232,535.89,20,6,False
13912,p4521,p2262,519.92,3,5,False
13913,p3328,p473,619.15,11,2,False
13914,p122,p1120,729.76,15,7,False
13915,p3411,p1712,540.23,4,4,False
13916,p3241,p194,947.35,2,7,False
13917,p1359,p568,242.26,10,7,False
13918,p757,p1485,287.73,22,7,False
13919,p2473,p3115,467.11,14,6,False
13920,p3821,p1498,272.1,12,7,False
13921,p2165,p790,868.32,22,2,False
13922,p4658,p1612,661.21,10,6,False
13923,p568,p737,464.79,7,3,False
13924,p4085,p4080,554.23,18,1,False
13925,p3433,p4617,378.59,15,6,False
13926,p1347,p409,906.83,7,5,False
13927,p1674,p2153,164.28,1,3,False
13928,p3081,p3599,292.25,24,1,False
13929,p796,p1671,857.97,7,2,False
13930,p1258,p3908,867.61,16,4,False
13931,p2056,p262,229.83,18,5,False
13932,p3593,p1168,572.96,8,3,False
13933,p2359,p2491,818.24,22,7,False
13934,p1107,p2692,125.52,24,3,False
13935,p1405,p1236,645.48,14,2,False
13936,p4535,p4367,618.25,8,4,False
13937,p3534,p2745,459.4,18,4,False
13938,p2964,p3298,603.01,15,3,False
13939,p816,p186,837.21,16,6,False
13940,p1794,p1844,594.74,7,4,False
13941,p2443,p1513,884.08,1,6,False
13942,p2562,p2208,218.73,13,5,False
13943,p577,p486,364.16,3,6,False
13944,p623,p3270,271.25,15,2,False
13945,p1617,p2704,208.25,11,3,False
13946,p1961,p2089,662.09,16,7,False
13947,p2551,p2213,670.33,9,7,False
13948,p4460,p4120,755.54,21,1,False
13949,p1635,p4233,868.93,5,4,False
13950,p495,p3597,532.75,19,3,False
13951,p284,p1642,437.07,10,4,False
13952,p1555,p1192,471.83,13,1,False
13953,p2432,p3640,475.51,22,1,False
13954,p2244,p388,215.57,20,3,False
13955,p4830,p4636,394.2,8,7,False
13956,p3811,p2455,287.42,22,2,False
13957,p4415,p4442,773.31,9,5,False
13958,p2452,p2566,368.24,19,4,False
13959,p160,p3716,242.01,24,5,False
13960,p2341,p490,589.88,13,4,False
13961,p4571,p3115,563.28,24,1,False
13962,p4092,p3907,746.1,24,7,False
13963,p3330,p1777,485.04,22,1,False
13964,p3313,p2747,649.1,3,6,False
13965,p4693,p4351,238.48,9,7,False
13966,p4577,p1256,473.6,9,4,False
13967,p1418,p1215,204.02,14,7,False
13968,p654,p1028,576.35,8,3,False
13969,p3643,p1748,350.5,8,6,False
13970,p2551,p1037,513.04,10,7,False
13971,p4063,p2775,404.23,3,4,False
13972,p3505,p533,132.09,21,3,False
13973,p33,p853,780.33,21,2,False
13974,p945,p3917,679.67,23,4,False
13975,p2662,p3807,666.33,18,6,False
13976,p4119,p4769,807.73,3,3,False
13977,p1320,p3580,345.46,10,6,False
13978,p4782,p1079,354.65,15,6,False
13979,p2301,p1845,549.42,4,5,False
13980,p1208,p213,591.5,19,3,False
13981,p1683,p2002,405.67,6,3,False
13982,p1814,p1052,381.96,21,1,False
13983,p1783,p1140,430.66,6,3,False
13984,p4599,p3302,560.17,17,7,False
13985,p1132,p1164,238.28,1,3,False
13986,p4004,p4979,301.84,6,5,False
13987,p1554,p983,127.4,19,5,False
13988,p228,p1879,171.14,9,4,False
13989,p1347,p623,743.12,8,3,False
13990,p3430,p1512,744.31,14,7,False
13991,p4037,p1251,787.5,12,1,False
13992,p4240,p483,159.73,23,2,False
13993,p3134,p4930,643.13,24,2,False
13994,p33,p853,775.73,21,2,False
13995,p752,p451,622.63,10,7,False
13996,p1647,p1434,215.9,7,1,False
13997,p2033,p1232,628.13,12,4,False
13998,p870,p3193,919.24,14,3,False
13999,p3169,p1604,777.7,16,6,False
14000,p1820,p706,324.77,23,6,False
14001,p1371,p389,818.54,2,6,False
14002,p879,p3158,774.25,18,5,False
14003,p4397,p4310,641.59,12,5,False
14004,p3427,p3629,147.94,14,4,False
14005,p3507,p2483,430.8,19,7,False
14006,p4546,p4975,224.7,6,1,False
14007,p3,p1835,122.5,15,5,False
14008,p3240,p2275,545.91,20,4,False
14009,p674,p348,474.6,6,4,False
14010,p2359,p177,831.44,6,4,False
14011,p1640,p3892,248.67,11,2,False
14012,p3870,p4212,373.79,17,2,False
14013,p1679,p4624,159.71,16,1,False
14014,p2039,p3609,593.53,18,1,False
14015,p2832,p1376,734.46,2,4,False
14016,p3793,p858,497.52,20,7,False
14017,p4926,p2776,762.83,24,6,False
14018,p154,p1206,705.47,13,5,False
14019,p3304,p4327,886.89,16,2,False
14020,p2936,p4665,901.79,19,5,False
14021,p3593,p1168,571.6,11,2,False
14022,p36,p2027,510.75,23,5,False
14023,p4177,p3293,419.2,1,1,False
14024,p4730,p3783,425.18,19,3,False
14025,p1198,p747,286.89,5,2,False
14026,p1083,p2530,517.28,24,3,False
14027,p2132,p2532,617.16,3,2,False
14028,p2133,p71,561.19,22,5,False
14029,p1950,p3214,820.82,11,2,False
14030,p4405,p943,510.39,1,7,False
14031,p4560,p1818,420.53,5,5,False
14032,p3040,p1550,109.2,5,3,False
14033,p230,p2232,152.89,16,3,False
14034,p3857,p4404,211.17,12,1,False
14035,p3539,p607,278.61,8,3,False
14036,p3662,p1653,320.18,10,2,False
14037,p4367,p4348,476.05,9,1,False
14038,p2582,p859,401.08,3,1,False
14039,p527,p584,214.8,9,2,False
14040,p3098,p3524,773.11,11,6,False
14041,p3423,p1082,661.21,19,3,False
14042,p2510,p4591,447.58,4,7,False
14043,p1189,p3055,367.18,22,1,False
14044,p3174,p1165,359.15,12,7,False
14045,p477,p2947,734.27,23,2,False
14046,p1743,p1889,320.04,3,3,False
14047,p2852,p1306,418.68,15,7,False
14048,p69,p938,933.34,17,7,False
14049,p2862,p2155,624.6,19,4,False
14050,p2448,p2800,179.66,16,5,False
14051,p266,p4887,258.49,13,7,False
14052,p703,p3429,216.35,6,4,False
14053,p3877,p762,429.28,21,2,False
14054,p2665,p1525,634.97,10,5,False
14055,p4735,p786,772.78,1,2,False
14056,p4491,p3549,163.93,24,7,False
14057,p2851,p910,201.11,1,3,False
14058,p1527,p1437,526.31,14,5,False
14059,p1409,p104,249.0,18,6,False
14060,p4749,p3270,669.66,18,4,False
14061,p2859,p1563,486.65,22,2,False
14062,p1471,p4338,554.09,23,7,False
14063,p1119,p4882,109.61,19,7,False
14064,p4044,p19,434.4,4,7,False
14065,p1883,p3026,327.76,7,2,False
14066,p4539,p4707,769.11,11,5,False
14067,p1899,p2125,897.36,16,4,False
14068,p2238,p1550,615.49,15,2,False
14069,p2601,p1469,900.94,23,7,False
14070,p1474,p3621,865.03,3,3,False
14071,p2500,p3886,731.84,21,1,False
14072,p908,p87,221.45,4,4,False
14073,p1011,p1987,270.8,15,2,False
14074,p1931,p673,622.23,10,2,False
14075,p2409,p3830,784.99,3,1,False
14076,p1772,p1792,549.47,17,5,False
14077,p3551,p4249,435.72,24,7,False
14078,p217,p272,633.59,6,2,False
14079,p132,p2009,516.2,9,3,False
14080,p2573,p2245,281.55,13,3,False
14081,p1789,p729,490.41,10,5,False
14082,p401,p2577,659.54,1,1,False
14083,p339,p3205,474.63,21,3,False
14084,p124,p1546,633.22,7,4,False
14085,p2945,p3419,573.99,6,1,False
14086,p602,p3102,616.44,14,1,False
14087,p4921,p2690,175.0,24,2,False
14088,p2710,p4379,511.23,2,6,False
14089,p3403,p1560,357.18,7,5,False
14090,p3234,p1630,450.61,16,7,False
14091,p4627,p715,556.83,16,1,False
14092,p4512,p840,622.64,4,6,False
14093,p4404,p2338,266.43,5,3,False
14094,p2949,p3215,472.17,10,1,False
14095,p1483,p786,520.66,19,2,False
14096,p929,p303,226.82,14,5,False
14097,p3688,p2435,670.79,3,1,False
14098,p2962,p2136,333.14,19,6,False
14099,p303,p986,369.39,12,5,False
14100,p2349,p1810,842.43,14,6,False
14101,p1645,p2521,212.67,4,4,False
14102,p804,p4300,132.73,8,7,False
14103,p3740,p2001,813.01,12,3,False
14104,p1688,p2017,416.75,2,3,False
14105,p1072,p1538,715.05,3,7,False
14106,p447,p4168,228.89,14,7,False
14107,p4928,p1084,665.5,24,7,False
14108,p2487,p2599,453.39,17,6,False
14109,p286,p2189,301.59,14,4,False
14110,p4217,p503,343.59,8,6,False
14111,p1771,p1872,579.82,15,6,False
14112,p4897,p3291,619.99,21,6,False
14113,p4259,p1752,734.87,9,4,False
14114,p653,p3106,227.52,22,4,False
14115,p4607,p4956,644.92,17,5,False
14116,p4725,p588,863.25,4,4,False
14117,p1095,p1927,179.79,21,7,False
14118,p2326,p64,624.21,24,2,False
14119,p3407,p547,759.01,10,2,False
14120,p1057,p1287,461.38,23,5,False
14121,p1894,p2052,440.44,5,7,False
14122,p155,p336,367.87,9,1,False
14123,p809,p3935,436.27,5,4,False
14124,p141,p4634,164.22,15,6,False
14125,p292,p790,199.28,19,3,False
14126,p4046,p3115,465.05,17,7,False
14127,p4821,p911,452.26,14,5,False
14128,p3685,p961,364.11,24,4,False
14129,p24,p1306,452.05,17,3,False
14130,p3933,p3369,741.7,11,5,False
14131,p4910,p479,457.79,17,5,False
14132,p3934,p3633,685.72,1,3,False
14133,p2981,p2243,379.33,13,6,False
14134,p1392,p4100,439.48,1,5,False
14135,p144,p3872,831.84,21,4,False
14136,p617,p2312,715.84,20,4,False
14137,p1315,p401,696.55,4,6,False
14138,p1624,p2212,858.94,15,5,False
14139,p1717,p1830,288.47,2,4,False
14140,p2615,p1772,156.78,6,7,False
14141,p2922,p4920,450.59,16,1,False
14142,p654,p4829,555.01,12,5,False
14143,p2696,p3225,307.87,21,2,False
14144,p2259,p4627,574.83,18,3,False
14145,p824,p978,582.25,19,7,False
14146,p3378,p1187,340.1,11,7,False
14147,p882,p1233,957.4,2,4,False
14148,p1705,p414,514.5,1,4,False
14149,p4369,p3898,787.63,8,1,False
14150,p92,p1026,435.67,8,4,False
14151,p3284,p2425,311.8,2,1,False
14152,p4234,p3227,261.68,22,1,False
14153,p2814,p3558,565.28,6,1,False
14154,p1561,p2,737.57,8,2,False
14155,p196,p3012,792.31,15,5,False
14156,p1157,p4631,587.85,16,3,False
14157,p4983,p1457,490.26,5,6,False
14158,p14,p949,714.24,17,7,False
14159,p4570,p1732,293.19,14,2,False
14160,p800,p3280,65.81,18,7,False
14161,p2466,p2405,916.93,23,7,False
14162,p448,p2332,934.3,4,4,False
14163,p824,p4063,581.58,17,7,False
14164,p3536,p3499,369.96,23,5,False
14165,p1513,p2566,511.54,3,5,False
14166,p2980,p1585,462.64,16,3,False
14167,p1930,p577,310.1,3,6,False
14168,p2,p2839,27.9,24,7,False
14169,p1392,p4100,439.52,2,5,False
14170,p4081,p3416,547.04,5,2,False
14171,p740,p141,805.3,5,7,False
14172,p4030,p4228,142.39,5,5,False
14173,p3460,p2232,676.36,15,7,False
14174,p3795,p4096,668.24,6,2,False
14175,p1965,p737,561.75,22,4,False
14176,p1628,p1657,388.98,7,4,False
14177,p4887,p4647,497.92,4,1,False
14178,p3459,p483,107.94,17,1,False
14179,p3846,p2392,575.06,22,4,False
14180,p248,p153,282.28,6,6,False
14181,p4062,p3593,974.66,5,1,False
14182,p3860,p2081,257.45,14,3,False
14183,p2944,p2852,736.96,5,5,False
14184,p1043,p1903,597.1,13,3,False
14185,p2443,p1513,850.3,5,6,False
14186,p4575,p2366,317.62,7,1,False
14187,p2795,p1797,263.95,12,6,False
14188,p2912,p917,367.46,10,7,False
14189,p4119,p1981,674.08,5,3,False
14190,p218,p4160,661.23,21,2,False
14191,p4376,p3103,527.14,9,3,False
14192,p3504,p1110,418.7,1,4,False
14193,p1015,p649,627.63,21,2,False
14194,p4007,p4428,169.26,4,6,False
14195,p4890,p4782,568.9,13,1,False
14196,p500,p2328,520.84,14,4,False
14197,p1302,p293,339.86,9,1,False
14198,p1882,p2301,385.36,15,1,False
14199,p43,p2049,704.92,23,6,False
14200,p4886,p1985,524.27,7,3,False
14201,p4666,p2330,793.5,24,5,False
14202,p991,p2441,540.16,19,1,False
14203,p1552,p1862,683.69,1,4,False
14204,p4062,p3593,748.97,1,1,False
14205,p3052,p3388,278.93,1,2,False
14206,p2887,p4195,761.24,9,4,False
14207,p1167,p984,130.25,5,3,False
14208,p601,p4288,231.33,8,4,False
14209,p2474,p2720,884.37,5,5,False
14210,p1531,p65,618.33,2,1,False
14211,p1817,p4500,594.04,24,3,False
14212,p4189,p2835,289.5,10,2,False
14213,p262,p2076,822.6,23,4,False
14214,p3249,p3016,478.31,2,7,False
14215,p1637,p2114,314.48,6,4,False
14216,p3523,p200,778.75,14,3,False
14217,p2659,p4516,113.08,1,2,False
14218,p4965,p3781,862.07,20,1,False
14219,p1532,p4928,506.47,22,4,False
14220,p1334,p855,482.7,6,7,False
14221,p2525,p508,558.37,19,4,False
14222,p783,p2133,746.71,23,5,False
14223,p4155,p1469,525.26,12,7,False
14224,p4558,p2207,653.28,5,2,False
14225,p3051,p3539,428.37,5,3,False
14226,p4311,p3875,687.06,15,1,False
14227,p4225,p2253,897.13,24,1,False
14228,p2910,p4878,701.68,11,3,False
14229,p4455,p4201,509.9,6,6,False
14230,p3813,p2199,914.99,6,5,False
14231,p4077,p3121,362.04,12,3,False
14232,p3103,p4968,595.14,16,6,False
14233,p1644,p3514,581.72,2,7,False
14234,p3368,p4719,228.65,5,5,False
14235,p4432,p2097,329.06,24,1,False
14236,p2366,p2293,364.03,17,2,False
14237,p1728,p4186,32.28,4,4,False
14238,p4466,p4810,439.25,4,3,False
14239,p2862,p1343,580.8,19,4,False
14240,p4926,p4373,758.39,23,6,False
14241,p3329,p3529,259.04,22,1,False
14242,p1450,p593,476.47,13,4,False
14243,p4952,p30,417.65,5,1,False
14244,p1485,p3572,877.69,7,6,False
14245,p4642,p1693,409.44,15,4,False
14246,p2581,p2176,875.62,11,1,False
14247,p863,p2287,848.34,22,4,False
14248,p268,p240,553.8,4,5,False
14249,p3288,p2954,466.48,2,1,False
14250,p1272,p806,827.54,6,5,False
14251,p2117,p1673,679.0,5,7,False
14252,p3151,p3616,684.19,12,4,False
14253,p2029,p925,346.63,1,5,False
14254,p737,p2234,536.11,10,1,False
14255,p581,p3101,603.41,6,1,False
14256,p2696,p3225,282.89,1,6,False
14257,p1422,p953,402.75,9,7,False
14258,p3942,p3686,184.13,15,3,False
14259,p162,p2537,486.61,24,5,False
14260,p4956,p3432,932.75,16,7,False
14261,p3837,p3424,659.26,23,2,False
14262,p4323,p3649,589.41,7,5,False
14263,p2709,p919,364.77,9,1,False
14264,p3416,p2277,456.14,3,3,False
14265,p4737,p574,538.62,14,6,False
14266,p1366,p4232,549.69,6,4,False
14267,p89,p938,965.17,6,7,False
14268,p3136,p469,591.89,5,1,False
14269,p1214,p1995,63.46,8,1,False
14270,p1749,p182,756.73,24,1,False
14271,p4110,p4515,351.31,16,3,False
14272,p2040,p1762,440.22,22,2,False
14273,p1218,p1571,750.38,1,2,False
14274,p3459,p483,22.28,18,1,False
14275,p3417,p3233,532.14,14,7,False
14276,p2454,p3051,416.03,24,3,False
14277,p2329,p1216,425.36,16,1,False
14278,p703,p3527,512.18,10,4,False
14279,p548,p4190,385.58,4,4,False
14280,p1701,p2050,629.43,20,6,False
14281,p649,p3463,577.21,6,5,False
14282,p4927,p1093,589.0,12,4,False
14283,p3690,p927,625.54,8,5,False
14284,p905,p2924,363.14,4,1,False
14285,p2809,p1282,242.86,12,6,False
14286,p157,p1760,127.97,9,5,False
14287,p1150,p544,204.81,1,4,False
14288,p1441,p1713,368.55,4,6,False
14289,p2055,p2463,712.74,15,3,False
14290,p1273,p3608,676.23,21,1,False
14291,p4014,p1988,533.68,2,3,False
14292,p2585,p4346,695.8,23,5,False
14293,p2568,p3485,487.82,9,3,False
14294,p2605,p2654,680.98,4,5,False
14295,p2860,p3434,192.34,1,3,False
14296,p2429,p1191,706.06,1,7,False
14297,p4106,p2578,351.14,14,2,False
14298,p4903,p3634,420.58,24,3,False
14299,p3432,p4080,467.93,24,6,False
14300,p4456,p2607,459.58,22,4,False
14301,p4403,p2690,580.04,13,7,False
14302,p455,p2196,670.72,21,7,False
14303,p1224,p4715,299.29,2,1,False
14304,p2356,p4694,843.11,22,7,False
14305,p1028,p587,791.44,21,1,False
14306,p489,p1666,480.36,6,2,False
14307,p1622,p56,529.2,13,3,False
14308,p1511,p774,682.23,23,5,False
14309,p1802,p4457,938.17,18,4,False
14310,p685,p4531,239.23,16,4,False
14311,p4660,p1972,529.24,6,7,False
14312,p547,p2047,277.85,6,1,False
14313,p302,p4400,622.8,24,6,False
14314,p2538,p4273,580.18,16,7,False
14315,p3246,p2140,391.89,5,2,False
14316,p4850,p884,227.41,20,6,False
14317,p2666,p2845,345.88,12,2,False
14318,p2977,p3160,108.94,14,4,False
14319,p2259,p1941,709.93,17,1,False
14320,p1574,p4529,97.77,12,3,False
14321,p3530,p1190,833.06,21,2,False
14322,p3154,p1940,333.56,12,1,False
14323,p2576,p4252,267.78,19,1,False
14324,p1257,p1062,463.82,24,1,False
14325,p2785,p119,108.09,23,3,False
14326,p936,p1513,431.09,8,2,False
14327,p1270,p3624,491.7,16,2,False
14328,p3391,p759,459.94,16,3,False
14329,p454,p2908,491.82,20,3,False
14330,p3655,p947,477.34,8,4,False
14331,p1797,p1292,694.86,8,1,False
14332,p1726,p4062,175.92,18,7,False
14333,p1325,p4838,803.65,3,3,False
14334,p554,p1288,903.4,23,1,False
14335,p3042,p1084,272.9,9,4,False
14336,p2168,p2527,924.67,10,3,False
14337,p2295,p3,203.85,13,5,False
14338,p3549,p3551,809.48,5,4,False
14339,p2982,p1222,244.99,22,2,False
14340,p2439,p4464,867.32,6,1,False
14341,p705,p2833,200.63,20,3,False
14342,p273,p2064,897.69,4,6,False
14343,p462,p3833,273.18,16,7,False
14344,p3080,p4998,432.46,5,6,False
14345,p3033,p1029,338.46,21,7,False
14346,p4185,p1465,67.64,17,3,False
14347,p3600,p4013,743.75,7,3,False
14348,p2177,p267,356.52,13,7,False
14349,p1181,p2606,957.11,24,6,False
14350,p4853,p4652,137.29,6,2,False
14351,p3687,p545,250.34,9,2,False
14352,p1399,p4791,809.28,14,7,False
14353,p1311,p2614,781.84,24,3,False
14354,p49,p4350,891.66,9,3,False
14355,p4340,p2191,295.88,3,7,False
14356,p156,p3955,534.03,14,7,False
14357,p2795,p482,506.51,11,3,False
14358,p560,p4622,635.76,12,7,False
14359,p4051,p4679,272.36,5,2,False
14360,p1707,p4764,524.62,15,5,False
14361,p1354,p2146,229.26,4,3,False
14362,p2623,p81,437.48,1,1,False
14363,p1090,p631,421.03,12,6,False
14364,p3432,p4080,516.64,21,6,False
14365,p2499,p2772,119.18,20,4,False
14366,p4638,p4317,535.98,1,2,False
14367,p3886,p2399,424.34,5,7,False
14368,p3433,p2479,186.71,18,6,False
14369,p3099,p3008,398.73,5,5,False
14370,p3796,p2356,37.53,16,7,False
14371,p4217,p2593,329.79,11,2,False
14372,p3888,p2834,333.21,23,5,False
14373,p2397,p2027,273.24,9,5,False
14374,p4935,p3899,479.84,19,4,False
14375,p2613,p3238,207.02,5,3,False
14376,p4185,p52,460.91,19,3,False
14377,p4613,p1508,353.67,9,1,False
14378,p2375,p745,318.23,2,1,False
14379,p869,p4661,484.61,20,2,False
14380,p2831,p1333,356.33,18,2,False
14381,p3972,p3464,630.83,11,3,False
14382,p3201,p4078,428.77,5,6,False
14383,p190,p3369,695.77,24,4,False
14384,p2868,p3450,913.3,13,6,False
14385,p1883,p1173,416.65,6,2,False
14386,p4513,p4471,382.4,16,7,False
14387,p2674,p763,501.71,23,5,False
14388,p264,p4572,674.41,23,5,False
14389,p919,p3345,595.98,2,4,False
14390,p667,p1552,662.02,5,3,False
14391,p531,p4944,589.48,19,6,False
14392,p1139,p3804,436.99,17,2,False
14393,p1870,p4098,160.97,24,3,False
14394,p4557,p3024,92.38,23,5,False
14395,p908,p4749,586.41,21,1,False
14396,p3521,p1867,845.32,4,2,False
14397,p202,p1718,12.54,13,3,False
14398,p591,p216,359.63,16,3,False
14399,p2089,p3388,335.51,2,1,False
14400,p2766,p101,433.0,3,7,False
14401,p3430,p1472,222.22,7,7,False
14402,p3638,p3887,501.39,3,5,False
14403,p2235,p1170,879.21,3,5,False
14404,p4252,p3016,475.38,24,1,False
14405,p3324,p2211,298.69,17,2,False
